Size,Avg Latency(us),P50 Tail Lat(us),P90 Tail Lat(us),P99 Tail Lat(us),toolchain,instrumentation,nodes,cores,benchmark
65536,4523.5,4513.44,4537.79,4565.65,gompi2024a,OFF,1,96,collective-osu_allgather
131072,8832.27,8828.01,8892.69,8928.0,gompi2024a,OFF,1,96,collective-osu_allgather
262144,26494.31,24196.66,35354.32,41690.24,gompi2024a,OFF,1,96,collective-osu_allgather
524288,44721.79,41586.26,59475.77,64986.53,gompi2024a,OFF,1,96,collective-osu_allgather
1048576,53649.21,53648.11,53704.15,53741.93,gompi2024a,OFF,1,96,collective-osu_allgather
4,4.28,3.91,5.23,9.44,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.24,3.97,5.24,6.79,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.28,4.03,5.26,7.24,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.79,5.6,6.7,10.74,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.69,5.53,6.76,8.82,gompi2024a,OFF,1,96,collective-osu_allreduce
128,9.18,8.68,11.64,14.66,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.8,7.58,8.54,12.43,gompi2024a,OFF,1,96,collective-osu_allreduce
512,9.18,8.98,9.86,12.68,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,10.61,10.37,11.81,14.54,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.89,13.53,15.33,19.47,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.44,18.03,20.44,24.72,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,26.37,26.01,27.99,31.78,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,48.78,48.14,51.39,55.88,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,90.19,89.09,95.6,104.94,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,170.0,169.09,177.06,182.75,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,332.52,329.82,348.88,374.73,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,235.6,230.36,259.57,285.61,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,422.51,421.28,437.35,444.25,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,961.39,957.67,981.68,990.67,gompi2024a,OFF,1,96,collective-osu_allreduce
4,4.2,3.84,5.16,7.65,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.18,3.92,5.14,8.44,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.24,4.08,5.22,7.17,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.63,5.48,6.58,8.43,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.42,5.29,6.43,9.46,gompi2024a,OFF,1,96,collective-osu_allreduce
128,8.77,8.34,11.26,13.87,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.25,7.08,7.99,11.26,gompi2024a,OFF,1,96,collective-osu_allreduce
512,8.35,8.11,9.22,12.98,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,10.24,10.0,11.37,14.73,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.68,13.45,15.0,18.12,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.65,18.35,20.46,23.36,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,25.7,25.22,27.15,32.04,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,46.87,46.35,49.4,51.57,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,87.26,86.43,93.16,98.8,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,163.96,163.71,170.31,173.92,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,321.17,319.89,334.11,343.47,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,232.58,226.5,253.4,292.22,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,424.86,423.98,435.31,451.42,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,967.49,965.16,984.54,993.93,gompi2024a,OFF,1,96,collective-osu_allreduce
4,4.3,3.92,5.26,7.64,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.26,4.02,5.19,6.26,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.27,4.07,5.21,7.06,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.91,5.79,6.92,8.7,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.75,5.53,6.78,8.41,gompi2024a,OFF,1,96,collective-osu_allreduce
128,9.3,8.82,11.68,14.43,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.84,7.64,8.6,11.91,gompi2024a,OFF,1,96,collective-osu_allreduce
512,9.35,9.14,10.01,13.75,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,10.64,10.35,11.77,14.4,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.78,13.49,15.24,19.46,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.31,17.99,20.32,23.61,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,26.3,25.95,27.79,32.24,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,48.87,48.34,51.52,55.81,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,91.61,90.91,98.49,103.49,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,171.36,170.68,176.66,184.88,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,337.27,334.83,351.33,379.57,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,237.14,232.95,257.76,290.69,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,426.64,425.46,439.05,446.24,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,967.94,965.51,989.01,1001.36,gompi2024a,OFF,1,96,collective-osu_allreduce
4,4.26,3.89,5.23,7.53,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.21,3.88,5.22,6.88,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.18,3.96,5.14,5.94,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.87,5.71,6.85,9.15,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.73,5.62,6.77,8.81,gompi2024a,OFF,1,96,collective-osu_allreduce
128,9.27,8.73,11.8,15.18,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.75,7.56,8.46,12.23,gompi2024a,OFF,1,96,collective-osu_allreduce
512,9.28,9.06,10.01,13.91,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,13.0,10.41,11.83,15.58,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.88,13.6,15.38,18.26,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.38,18.0,20.37,23.76,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,26.2,25.83,27.78,32.23,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,48.42,48.28,50.43,52.81,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,91.34,90.82,96.53,103.5,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,169.93,169.02,176.78,182.07,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,328.11,326.07,336.28,358.18,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,237.02,232.41,257.22,284.67,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,425.19,423.86,436.57,445.89,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,975.45,972.69,996.57,1007.09,gompi2024a,OFF,1,96,collective-osu_allreduce
4,4.31,3.98,5.24,7.23,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.24,3.92,5.17,6.46,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.24,4.06,5.16,5.98,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.9,5.76,6.93,8.87,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.84,5.74,6.9,7.9,gompi2024a,OFF,1,96,collective-osu_allreduce
128,9.39,8.88,11.91,14.46,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.94,7.73,8.64,12.82,gompi2024a,OFF,1,96,collective-osu_allreduce
512,11.7,9.34,10.31,14.49,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,10.78,10.47,11.95,15.14,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.75,13.45,15.22,18.3,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.29,17.98,20.22,23.38,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,26.55,26.19,28.2,32.33,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,49.03,48.6,51.52,56.07,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,92.74,92.13,98.07,105.36,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,173.33,173.02,179.0,187.59,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,331.63,330.72,340.04,351.88,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,237.08,231.83,257.52,288.4,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,428.8,425.44,438.5,447.29,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,977.94,975.83,995.33,1013.1,gompi2024a,OFF,1,96,collective-osu_allreduce
4,4.22,3.83,5.2,7.12,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.23,3.97,5.24,7.26,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.25,4.08,5.18,6.08,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.84,5.75,6.8,8.41,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.72,5.63,6.76,9.15,gompi2024a,OFF,1,96,collective-osu_allreduce
128,9.1,8.63,11.51,14.29,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.65,7.45,8.46,12.03,gompi2024a,OFF,1,96,collective-osu_allreduce
512,9.03,8.83,9.73,12.71,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,10.51,10.29,11.68,14.57,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.83,13.58,15.25,18.34,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.46,18.07,20.38,24.08,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,26.3,25.9,27.97,32.25,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,48.74,48.26,51.1,56.19,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,91.01,90.42,95.06,101.82,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,171.96,171.9,177.36,180.12,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,335.18,335.04,347.42,356.47,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,231.92,226.22,256.8,288.27,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,422.21,421.66,432.64,442.08,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,993.81,966.41,995.55,1006.47,gompi2024a,OFF,1,96,collective-osu_allreduce
4,4.23,3.85,5.2,7.26,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.18,3.86,5.23,6.25,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.2,3.88,5.15,6.79,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.78,5.66,6.83,9.79,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.55,5.37,6.55,8.53,gompi2024a,OFF,1,96,collective-osu_allreduce
128,9.06,8.56,11.62,15.13,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.55,7.36,8.28,11.83,gompi2024a,OFF,1,96,collective-osu_allreduce
512,8.84,8.65,9.53,12.76,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,10.46,10.18,11.56,15.23,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.75,13.45,14.98,18.96,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.64,18.26,20.43,24.34,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,26.05,25.63,27.81,31.87,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,47.71,47.19,50.46,53.71,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,89.33,89.13,94.58,103.9,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,167.4,166.01,173.71,183.99,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,326.34,325.93,336.41,345.41,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,234.03,228.73,255.02,285.47,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,424.41,422.8,436.7,443.33,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,966.12,962.01,989.19,993.69,gompi2024a,OFF,1,96,collective-osu_allreduce
4,4.23,3.9,5.29,6.74,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.18,3.88,5.17,6.47,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.17,3.92,5.11,6.02,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.86,5.76,6.79,10.44,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.8,5.64,6.87,8.38,gompi2024a,OFF,1,96,collective-osu_allreduce
128,9.28,8.78,11.76,15.0,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.86,7.64,8.57,12.9,gompi2024a,OFF,1,96,collective-osu_allreduce
512,9.29,9.07,9.96,13.2,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,10.63,10.35,11.74,15.03,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.78,13.47,15.32,18.99,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.33,17.87,20.24,24.07,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,26.44,26.1,28.11,32.19,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,48.65,48.26,51.79,54.36,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,90.74,89.93,96.58,102.23,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,168.0,167.04,174.73,179.78,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,327.97,326.46,336.48,370.84,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,237.76,232.59,259.32,290.23,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,423.66,421.34,435.09,441.19,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,978.84,976.79,995.43,1009.11,gompi2024a,OFF,1,96,collective-osu_allreduce
4,4.19,3.82,5.18,6.44,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.11,3.76,5.09,6.18,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.1,3.79,5.01,6.47,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.82,5.71,6.78,8.85,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.72,5.56,6.68,8.72,gompi2024a,OFF,1,96,collective-osu_allreduce
128,9.37,8.88,11.85,14.65,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.87,7.67,8.55,11.66,gompi2024a,OFF,1,96,collective-osu_allreduce
512,9.39,9.18,10.04,13.82,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,10.8,10.4,11.92,15.97,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.82,13.54,15.32,18.75,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.35,17.9,20.55,24.27,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,26.47,26.08,27.9,32.38,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,49.51,49.24,52.21,55.88,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,93.48,92.76,97.66,107.62,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,173.27,172.56,180.04,184.1,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,339.87,338.99,351.13,361.23,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,236.4,231.98,254.55,291.05,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,426.16,424.65,438.97,448.62,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,981.61,978.83,999.0,1014.12,gompi2024a,OFF,1,96,collective-osu_allreduce
4,4.22,3.8,5.15,7.92,gompi2024a,OFF,1,96,collective-osu_allreduce
8,4.24,3.94,5.19,6.94,gompi2024a,OFF,1,96,collective-osu_allreduce
16,4.18,3.93,5.22,6.19,gompi2024a,OFF,1,96,collective-osu_allreduce
32,5.86,5.71,6.86,10.73,gompi2024a,OFF,1,96,collective-osu_allreduce
64,5.71,5.58,6.72,8.06,gompi2024a,OFF,1,96,collective-osu_allreduce
128,9.2,8.69,11.78,14.66,gompi2024a,OFF,1,96,collective-osu_allreduce
256,7.68,7.49,8.42,10.89,gompi2024a,OFF,1,96,collective-osu_allreduce
512,9.21,8.95,9.84,13.64,gompi2024a,OFF,1,96,collective-osu_allreduce
1024,10.6,10.34,11.82,15.01,gompi2024a,OFF,1,96,collective-osu_allreduce
2048,13.8,13.54,15.15,18.97,gompi2024a,OFF,1,96,collective-osu_allreduce
4096,18.49,18.11,20.55,24.51,gompi2024a,OFF,1,96,collective-osu_allreduce
8192,26.05,25.7,27.44,32.11,gompi2024a,OFF,1,96,collective-osu_allreduce
16384,48.2,47.66,50.08,54.96,gompi2024a,OFF,1,96,collective-osu_allreduce
32768,90.65,90.15,95.73,102.17,gompi2024a,OFF,1,96,collective-osu_allreduce
65536,169.66,168.71,175.48,182.12,gompi2024a,OFF,1,96,collective-osu_allreduce
131072,334.04,334.17,344.2,359.1,gompi2024a,OFF,1,96,collective-osu_allreduce
262144,235.23,229.08,260.61,283.79,gompi2024a,OFF,1,96,collective-osu_allreduce
524288,425.29,424.24,438.35,444.57,gompi2024a,OFF,1,96,collective-osu_allreduce
1048576,980.71,978.95,998.43,1008.78,gompi2024a,OFF,1,96,collective-osu_allreduce
1,2.38,2.36,2.4,2.75,gompi2024a,OFF,4,4,collective-osu_allgather
2,2.37,2.36,2.38,2.46,gompi2024a,OFF,4,4,collective-osu_allgather
4,2.37,2.36,2.38,2.57,gompi2024a,OFF,4,4,collective-osu_allgather
8,2.36,2.36,2.38,2.42,gompi2024a,OFF,4,4,collective-osu_allgather
16,2.42,2.42,2.44,2.5,gompi2024a,OFF,4,4,collective-osu_allgather
32,2.7,2.7,2.8,2.9,gompi2024a,OFF,4,4,collective-osu_allgather
64,2.82,2.81,2.92,3.04,gompi2024a,OFF,4,4,collective-osu_allgather
128,3.12,3.11,3.21,3.32,gompi2024a,OFF,4,4,collective-osu_allgather
256,3.71,3.69,3.8,3.91,gompi2024a,OFF,4,4,collective-osu_allgather
512,3.91,3.9,4.0,4.12,gompi2024a,OFF,4,4,collective-osu_allgather
1024,4.41,4.4,4.49,4.58,gompi2024a,OFF,4,4,collective-osu_allgather
2048,5.79,5.77,5.89,6.09,gompi2024a,OFF,4,4,collective-osu_allgather
4096,7.62,7.6,7.75,7.9,gompi2024a,OFF,4,4,collective-osu_allgather
8192,10.5,10.48,10.61,10.96,gompi2024a,OFF,4,4,collective-osu_allgather
16384,15.24,15.23,15.39,15.62,gompi2024a,OFF,4,4,collective-osu_allgather
32768,22.35,22.23,22.87,25.78,gompi2024a,OFF,4,4,collective-osu_allgather
65536,30.34,30.13,31.31,32.89,gompi2024a,OFF,4,4,collective-osu_allgather
131072,50.16,49.39,52.75,55.59,gompi2024a,OFF,4,4,collective-osu_allgather
262144,86.25,85.57,86.93,91.71,gompi2024a,OFF,4,4,collective-osu_allgather
524288,160.0,158.82,164.44,167.12,gompi2024a,OFF,4,4,collective-osu_allgather
1048576,320.27,320.92,321.66,323.74,gompi2024a,OFF,4,4,collective-osu_allgather
1,2.37,2.35,2.39,2.63,gompi2024a,OFF,4,4,collective-osu_allgather
2,2.37,2.36,2.39,2.55,gompi2024a,OFF,4,4,collective-osu_allgather
4,2.37,2.36,2.38,2.47,gompi2024a,OFF,4,4,collective-osu_allgather
8,2.36,2.36,2.37,2.39,gompi2024a,OFF,4,4,collective-osu_allgather
16,2.42,2.41,2.44,2.47,gompi2024a,OFF,4,4,collective-osu_allgather
32,2.7,2.66,2.85,2.99,gompi2024a,OFF,4,4,collective-osu_allgather
64,2.83,2.81,2.92,3.01,gompi2024a,OFF,4,4,collective-osu_allgather
128,3.12,3.1,3.21,3.31,gompi2024a,OFF,4,4,collective-osu_allgather
256,3.69,3.68,3.77,3.87,gompi2024a,OFF,4,4,collective-osu_allgather
512,3.91,3.89,3.99,4.09,gompi2024a,OFF,4,4,collective-osu_allgather
1024,4.41,4.39,4.48,4.63,gompi2024a,OFF,4,4,collective-osu_allgather
2048,5.92,5.76,5.87,6.04,gompi2024a,OFF,4,4,collective-osu_allgather
4096,7.68,7.62,7.75,7.91,gompi2024a,OFF,4,4,collective-osu_allgather
8192,10.57,10.56,10.71,10.95,gompi2024a,OFF,4,4,collective-osu_allgather
16384,15.36,15.36,15.55,15.79,gompi2024a,OFF,4,4,collective-osu_allgather
32768,22.37,22.25,22.72,23.96,gompi2024a,OFF,4,4,collective-osu_allgather
65536,30.16,29.94,30.88,32.64,gompi2024a,OFF,4,4,collective-osu_allgather
131072,49.82,49.25,52.07,54.08,gompi2024a,OFF,4,4,collective-osu_allgather
262144,86.18,85.5,86.95,90.38,gompi2024a,OFF,4,4,collective-osu_allgather
524288,158.42,158.15,160.97,165.62,gompi2024a,OFF,4,4,collective-osu_allgather
1048576,318.06,318.07,319.23,323.7,gompi2024a,OFF,4,4,collective-osu_allgather
1,2.37,2.35,2.39,2.78,gompi2024a,OFF,4,4,collective-osu_allgather
2,2.37,2.37,2.39,2.46,gompi2024a,OFF,4,4,collective-osu_allgather
4,2.38,2.37,2.39,2.41,gompi2024a,OFF,4,4,collective-osu_allgather
8,2.37,2.36,2.38,2.53,gompi2024a,OFF,4,4,collective-osu_allgather
16,2.42,2.41,2.43,2.48,gompi2024a,OFF,4,4,collective-osu_allgather
32,2.7,2.67,2.79,2.9,gompi2024a,OFF,4,4,collective-osu_allgather
64,2.82,2.81,2.91,3.02,gompi2024a,OFF,4,4,collective-osu_allgather
128,3.11,3.1,3.21,3.31,gompi2024a,OFF,4,4,collective-osu_allgather
256,5.43,3.66,3.76,3.87,gompi2024a,OFF,4,4,collective-osu_allgather
512,4.01,3.89,3.99,4.12,gompi2024a,OFF,4,4,collective-osu_allgather
1024,4.42,4.4,4.5,4.65,gompi2024a,OFF,4,4,collective-osu_allgather
2048,5.8,5.78,5.91,6.05,gompi2024a,OFF,4,4,collective-osu_allgather
4096,7.62,7.61,7.73,7.9,gompi2024a,OFF,4,4,collective-osu_allgather
8192,10.53,10.52,10.65,10.99,gompi2024a,OFF,4,4,collective-osu_allgather
16384,15.25,15.25,15.44,15.65,gompi2024a,OFF,4,4,collective-osu_allgather
32768,22.32,22.13,22.79,26.33,gompi2024a,OFF,4,4,collective-osu_allgather
65536,30.31,30.13,31.12,32.55,gompi2024a,OFF,4,4,collective-osu_allgather
131072,49.99,49.35,52.66,54.22,gompi2024a,OFF,4,4,collective-osu_allgather
262144,86.7,86.52,90.14,90.95,gompi2024a,OFF,4,4,collective-osu_allgather
524288,159.03,158.32,163.2,166.02,gompi2024a,OFF,4,4,collective-osu_allgather
1048576,318.77,319.3,320.54,321.94,gompi2024a,OFF,4,4,collective-osu_allgather
1,2.37,2.35,2.37,2.69,gompi2024a,OFF,4,4,collective-osu_allgather
2,2.37,2.37,2.39,2.43,gompi2024a,OFF,4,4,collective-osu_allgather
4,2.38,2.37,2.38,2.63,gompi2024a,OFF,4,4,collective-osu_allgather
8,2.36,2.36,2.38,2.41,gompi2024a,OFF,4,4,collective-osu_allgather
16,2.42,2.42,2.44,2.49,gompi2024a,OFF,4,4,collective-osu_allgather
32,2.7,2.65,2.86,3.01,gompi2024a,OFF,4,4,collective-osu_allgather
64,2.83,2.81,2.92,3.05,gompi2024a,OFF,4,4,collective-osu_allgather
128,3.12,3.1,3.21,3.38,gompi2024a,OFF,4,4,collective-osu_allgather
256,3.68,3.66,3.76,3.89,gompi2024a,OFF,4,4,collective-osu_allgather
512,3.91,3.9,4.0,4.09,gompi2024a,OFF,4,4,collective-osu_allgather
1024,4.42,4.4,4.51,4.6,gompi2024a,OFF,4,4,collective-osu_allgather
2048,5.79,5.77,5.88,6.01,gompi2024a,OFF,4,4,collective-osu_allgather
4096,7.63,7.62,7.74,7.96,gompi2024a,OFF,4,4,collective-osu_allgather
8192,10.5,10.5,10.61,10.84,gompi2024a,OFF,4,4,collective-osu_allgather
16384,15.31,15.29,15.52,15.71,gompi2024a,OFF,4,4,collective-osu_allgather
32768,22.37,22.12,22.83,26.52,gompi2024a,OFF,4,4,collective-osu_allgather
65536,30.18,29.99,31.04,31.62,gompi2024a,OFF,4,4,collective-osu_allgather
131072,50.05,49.38,52.49,54.67,gompi2024a,OFF,4,4,collective-osu_allgather
262144,86.36,85.56,89.35,91.05,gompi2024a,OFF,4,4,collective-osu_allgather
524288,158.06,156.99,161.69,163.49,gompi2024a,OFF,4,4,collective-osu_allgather
1048576,311.64,311.89,316.47,317.99,gompi2024a,OFF,4,4,collective-osu_allgather
1,2.36,2.35,2.39,2.51,gompi2024a,OFF,4,4,collective-osu_allgather
2,2.37,2.37,2.39,2.48,gompi2024a,OFF,4,4,collective-osu_allgather
4,2.38,2.37,2.38,2.46,gompi2024a,OFF,4,4,collective-osu_allgather
8,2.37,2.36,2.38,2.46,gompi2024a,OFF,4,4,collective-osu_allgather
16,2.41,2.41,2.43,2.47,gompi2024a,OFF,4,4,collective-osu_allgather
32,2.7,2.66,2.85,2.92,gompi2024a,OFF,4,4,collective-osu_allgather
64,2.83,2.81,2.92,3.03,gompi2024a,OFF,4,4,collective-osu_allgather
128,3.11,3.09,3.2,3.32,gompi2024a,OFF,4,4,collective-osu_allgather
256,4.59,3.67,3.77,3.91,gompi2024a,OFF,4,4,collective-osu_allgather
512,3.9,3.89,3.98,4.1,gompi2024a,OFF,4,4,collective-osu_allgather
1024,4.41,4.4,4.5,4.73,gompi2024a,OFF,4,4,collective-osu_allgather
2048,5.78,5.77,5.88,6.02,gompi2024a,OFF,4,4,collective-osu_allgather
4096,7.63,7.61,7.73,7.94,gompi2024a,OFF,4,4,collective-osu_allgather
8192,10.52,10.5,10.63,11.13,gompi2024a,OFF,4,4,collective-osu_allgather
16384,15.31,15.27,15.52,15.89,gompi2024a,OFF,4,4,collective-osu_allgather
32768,22.31,22.25,22.8,23.24,gompi2024a,OFF,4,4,collective-osu_allgather
65536,30.28,30.17,31.05,31.88,gompi2024a,OFF,4,4,collective-osu_allgather
131072,50.1,49.35,52.75,56.01,gompi2024a,OFF,4,4,collective-osu_allgather
262144,86.37,85.46,89.91,91.23,gompi2024a,OFF,4,4,collective-osu_allgather
524288,159.67,157.41,165.98,171.88,gompi2024a,OFF,4,4,collective-osu_allgather
1048576,316.03,316.04,317.13,319.38,gompi2024a,OFF,4,4,collective-osu_allgather
1,2.37,2.36,2.39,2.47,gompi2024a,OFF,4,4,collective-osu_allgather
2,2.38,2.37,2.39,2.69,gompi2024a,OFF,4,4,collective-osu_allgather
